ticker	path	path_candle	path_stra	Net Profit	Net Profit_per	Total Closed Trades	Percent Profitable	Profit Factor	Max Drawdown	Max Drawdown_per	Avg Trade	Avg Trade_per	Avg # Bars in Trades
RJF	d_price/pine_tree\RJF_d5_q0.234_id1780_pine.java	d_price/TRAVIEW_stra/RJF_candles.png	d_price/TRAVIEW_stra/RJF_stra.png	406.66 USD	0.04%	328	58.54%	3.162	52.75 USD	0.01%	1.24 USD	4.14%	62
RL	d_price/pine_tree\RL_d5_q0.172_id2201_pine.java	d_price/TRAVIEW_stra/RL_candles.png	d_price/TRAVIEW_stra/RL_stra.png	467.19 USD	0.05%	304	57.89%	2.369	145.82 USD	0.01%	1.54 USD	1.46%	9
RLJ	d_price/pine_tree\RLJ_d5_q0.199_id419_pine.java	d_price/TRAVIEW_stra/RLJ_candles.png	d_price/TRAVIEW_stra/RLJ_stra.png	13.63 USD	0%	79	59.49%	2.143	4.75 USD	0%	0.17 USD	1.44%	5
RLMD	d_price/pine_tree\RLMD_d5_q0.138_id2205_pine.java	d_price/TRAVIEW_stra/RLMD_candles.png	d_price/TRAVIEW_stra/RLMD_stra.png	159.25 USD	0.02%	75	69.33%	17.763	5.50 USD	0%	2.12 USD	17.95%	5
RM	d_price/pine_tree\RM_d5_q0.224_id1195_pine.java	d_price/TRAVIEW_stra/RM_candles.png	d_price/TRAVIEW_stra/RM_stra.png	28.62 USD	0%	32	78.13%	11.639	4.45 USD	0%	0.89 USD	5.03%	8
RMBS	d_price/pine_tree\RMBS_d5_q0.158_id262_pine.java	d_price/TRAVIEW_stra/RMBS_candles.png	d_price/TRAVIEW_stra/RMBS_stra.png	36.58 USD	0%	152	48.03%	1.526	51.22 USD	0.01%	0.24 USD	1.78%	9
RMNI	d_price/pine_tree\RMNI_d4_q0.531_id1851_pine.java	d_price/TRAVIEW_stra/RMNI_candles.png	d_price/TRAVIEW_stra/RMNI_stra.png	−10.25 USD	0%	102	45.1%	0.469	13.16 USD	0%	−0.10 USD	−1.37%	6
RMT	d_price/pine_tree\RMT_d5_q0.221_id1676_pine.java	d_price/TRAVIEW_stra/RMT_candles.png	d_price/TRAVIEW_stra/RMT_stra.png	19.88 USD	0%	37	78.38%	2.578	15.04 USD	0%	0.54 USD	10.77%	55
RMTI	d_price/pine_tree\RMTI_d5_q0.185_id746_pine.java	d_price/TRAVIEW_stra/RMTI_candles.png	d_price/TRAVIEW_stra/RMTI_stra.png	70.02 USD	0.01%	115	44.35%	1.468	95.96 USD	0.01%	0.61 USD	0.09%	4
RNG	d_price/pine_tree\RNG_d5_q0.179_id1211_pine.java	d_price/TRAVIEW_stra/RNG_candles.png	d_price/TRAVIEW_stra/RNG_stra.png	79.80 USD	0.01%	43	62.79%	3.78	37.96 USD	0%	1.86 USD	2.45%	18
RNGR	d_price/pine_tree\RNGR_d5_q0.232_id681_pine.java	d_price/TRAVIEW_stra/RNGR_candles.png	d_price/TRAVIEW_stra/RNGR_stra.png	3.98 USD	0%	22	90.91%	2.453	3.85 USD	0%	0.18 USD	2.43%	11
RNR	d_price/pine_tree\RNR_d5_q0.215_id1187_pine.java	d_price/TRAVIEW_stra/RNR_candles.png	d_price/TRAVIEW_stra/RNR_stra.png	782.67 USD	0.08%	189	65.61%	4.469	101.88 USD	0.01%	4.14 USD	4.75%	39
RNST	d_price/pine_tree\RNST_d5_q0.256_id2183_pine.java	d_price/TRAVIEW_stra/RNST_candles.png	d_price/TRAVIEW_stra/RNST_stra.png	19.15 USD	0%	248	52.82%	1.26	24.00 USD	0%	0.08 USD	0.14%	5
ROAD	d_price/pine_tree\ROAD_d5_q0.29_id1219_pine.java	d_price/TRAVIEW_stra/ROAD_candles.png	d_price/TRAVIEW_stra/ROAD_stra.png	88.01 USD	0.01%	83	80.72%	10.587	3.08 USD	0%	1.06 USD	4.54%	5
ROCK	d_price/pine_tree\ROCK_d5_q0.199_id1329_pine.java	d_price/TRAVIEW_stra/ROCK_candles.png	d_price/TRAVIEW_stra/ROCK_stra.png	30.36 USD	0%	124	54.03%	2.087	12.58 USD	0%	0.24 USD	1.29%	7
ROG	d_price/pine_tree\ROG_d5_q0.203_id2227_pine.java	d_price/TRAVIEW_stra/ROG_candles.png	d_price/TRAVIEW_stra/ROG_stra.png	475.04 USD	0.05%	847	52.07%	2.598	47.91 USD	0%	0.56 USD	0.81%	7
ROIC	d_price/pine_tree\ROIC_d5_q0.199_id292_pine.java	d_price/TRAVIEW_stra/ROIC_candles.png	d_price/TRAVIEW_stra/ROIC_stra.png	15.01 USD	0%	47	68.09%	14.771	1.17 USD	0%	0.32 USD	2.54%	7
ROK	d_price/pine_tree\ROK_d5_q0.197_id704_pine.java	d_price/TRAVIEW_stra/ROK_candles.png	d_price/TRAVIEW_stra/ROK_stra.png	164.54 USD	0.02%	133	61.65%	2.727	57.87 USD	0.01%	1.24 USD	1.44%	15
ROKU	d_price/pine_tree\ROKU_d5_q0.314_id772_pine.java	d_price/TRAVIEW_stra/ROKU_candles.png	d_price/TRAVIEW_stra/ROKU_stra.png	1 855.10 USD	0.19%	203	73.4%	7.523	60.62 USD	0.01%	9.14 USD	6.23%	6
ROL	d_price/pine_tree\ROL_d5_q0.242_id342_pine.java	d_price/TRAVIEW_stra/ROL_candles.png	d_price/TRAVIEW_stra/ROL_stra.png	30.99 USD	0%	215	45.58%	8.54	1.94 USD	0%	0.14 USD	0.86%	14
ROP	d_price/pine_tree\ROP_d5_q0.212_id712_pine.java	d_price/TRAVIEW_stra/ROP_candles.png	d_price/TRAVIEW_stra/ROP_stra.png	194.99 USD	0.02%	56	71.43%	3.978	25.34 USD	0%	3.48 USD	3.5%	10
RPD	d_price/pine_tree\RPD_d5_q0.156_id814_pine.java	d_price/TRAVIEW_stra/RPD_candles.png	d_price/TRAVIEW_stra/RPD_stra.png	60.07 USD	0.01%	14	85.71%	7.594	9.73 USD	0%	4.29 USD	8.08%	13
RRR	d_price/pine_tree\RRR_d5_q0.222_id1219_pine.java	d_price/TRAVIEW_stra/RRR_candles.png	d_price/TRAVIEW_stra/RRR_stra.png	69.35 USD	0.01%	15	73.33%	68.33	7.47 USD	0%	4.62 USD	25.5%	76
RRX	d_price/pine_tree\RRX_d5_q0.169_id287_pine.java	d_price/TRAVIEW_stra/RRX_candles.png	d_price/TRAVIEW_stra/RRX_stra.png	98.87 USD	0.01%	164	57.93%	3.061	20.86 USD	0%	0.60 USD	1.19%	9
RS	d_price/pine_tree\RS_d5_q0.207_id1682_pine.java	d_price/TRAVIEW_stra/RS_candles.png	d_price/TRAVIEW_stra/RS_stra.png	101.87 USD	0.01%	68	67.65%	4.027	33.33 USD	0%	1.50 USD	3.83%	9
RSG	d_price/pine_tree\RSG_d5_q0.256_id389_pine.java	d_price/TRAVIEW_stra/RSG_candles.png	d_price/TRAVIEW_stra/RSG_stra.png	97.20 USD	0.01%	58	56.9%	4.927	11.38 USD	0%	1.68 USD	3.21%	21
RTO	d_price/pine_tree\RTO_d5_q0.263_id1768_pine.java	d_price/TRAVIEW_stra/RTO_candles.png	d_price/TRAVIEW_stra/RTO_stra.png	33.34 USD	0%	197	60.41%	1.266	46.68 USD	0%	0.17 USD	1.64%	19
RTX	d_price/pine_tree\RTX_d5_q0.22_id694_pine.java	d_price/TRAVIEW_stra/RTX_candles.png	d_price/TRAVIEW_stra/RTX_stra.png	133.13 USD	0.01%	400	61.5%	1.647	119.11 USD	0.01%	0.33 USD	1.77%	37
RUN	d_price/pine_tree\RUN_d5_q0.121_id1193_pine.java	d_price/TRAVIEW_stra/RUN_candles.png	d_price/TRAVIEW_stra/RUN_stra.png	115.49 USD	0.01%	40	82.5%	13.499	16.65 USD	0%	2.89 USD	17.32%	38
RUSHA	d_price/pine_tree\RUSHA_d5_q0.201_id2056_pine.java	d_price/TRAVIEW_stra/RUSHA_candles.png	d_price/TRAVIEW_stra/RUSHA_stra.png	28.73 USD	0%	73	64.38%	2.822	12.37 USD	0%	0.39 USD	1%	12
RVNC	d_price/pine_tree\RVNC_d5_q0.16_id746_pine.java	d_price/TRAVIEW_stra/RVNC_candles.png	d_price/TRAVIEW_stra/RVNC_stra.png	43.81 USD	0%	43	83.72%	20.558	1.62 USD	0%	1.02 USD	4.14%	3
RVPH	d_price/pine_tree\RVPH_d5_q0.266_id1200_pine.java	d_price/TRAVIEW_stra/RVPH_candles.png	d_price/TRAVIEW_stra/RVPH_stra.png	31.88 USD	0%	78	78.21%	12.764	1.41 USD	0%	0.41 USD	16.06%	5
RVT	d_price/pine_tree\RVT_d5_q0.218_id741_pine.java	d_price/TRAVIEW_stra/RVT_candles.png	d_price/TRAVIEW_stra/RVT_stra.png	50.28 USD	0.01%	241	51.04%	1.835	16.98 USD	0%	0.21 USD	1.82%	22
RVTY	d_price/pine_tree\RVTY_d5_q0.219_id1136_pine.java	d_price/TRAVIEW_stra/RVTY_candles.png	d_price/TRAVIEW_stra/RVTY_stra.png	235.50 USD	0.02%	457	46.83%	4.057	27.36 USD	0%	0.52 USD	0.83%	8
RWT	d_price/pine_tree\RWT_d5_q0.217_id1584_pine.java	d_price/TRAVIEW_stra/RWT_candles.png	d_price/TRAVIEW_stra/RWT_stra.png	−69.42 USD	−0.01%	84	51.19%	0.293	123.86 USD	0.01%	−0.83 USD	−1.35%	6
RYAAY	d_price/pine_tree\RYAAY_d5_q0.201_id2041_pine.java	d_price/TRAVIEW_stra/RYAAY_candles.png	d_price/TRAVIEW_stra/RYAAY_stra.png	336.24 USD	0.03%	94	73.4%	6.096	52.88 USD	0.01%	3.58 USD	4.36%	28
RYAM	d_price/pine_tree\RYAM_d5_q0.173_id1151_pine.java	d_price/TRAVIEW_stra/RYAM_candles.png	d_price/TRAVIEW_stra/RYAM_stra.png	10.32 USD	0%	54	61.11%	2.166	5.12 USD	0%	0.19 USD	3.67%	3
RYCEF	d_price/pine_tree\RYCEF_d5_q0.25_id1275_pine.java	d_price/TRAVIEW_stra/RYCEF_candles.png	d_price/TRAVIEW_stra/RYCEF_stra.png	10.45 USD	0%	77	59.74%	2.166	3.94 USD	0%	0.14 USD	3.94%	8
RYCEY	d_price/pine_tree\RYCEY_d5_q0.168_id800_pine.java	d_price/TRAVIEW_stra/RYCEY_candles.png	d_price/TRAVIEW_stra/RYCEY_stra.png	−0.44 USD	0%	71	50.7%	0.945	4.02 USD	0%	−0.01 USD	0.8%	5
RYI	d_price/pine_tree\RYI_d5_q0.142_id283_pine.java	d_price/TRAVIEW_stra/RYI_candles.png	d_price/TRAVIEW_stra/RYI_stra.png	79.33 USD	0.01%	54	79.63%	17.951	4.33 USD	0%	1.47 USD	10.29%	5
RYN	d_price/pine_tree\RYN_d5_q0.222_id1775_pine.java	d_price/TRAVIEW_stra/RYN_candles.png	d_price/TRAVIEW_stra/RYN_stra.png	31.48 USD	0%	134	54.48%	1.916	12.24 USD	0%	0.23 USD	1.29%	11
SA	d_price/pine_tree\SA_d5_q0.191_id727_pine.java	d_price/TRAVIEW_stra/SA_candles.png	d_price/TRAVIEW_stra/SA_stra.png	23.43 USD	0%	39	61.54%	3.075	16.44 USD	0%	0.60 USD	3.94%	16
SACH	d_price/pine_tree\SACH_d5_q0.233_id1319_pine.java	d_price/TRAVIEW_stra/SACH_candles.png	d_price/TRAVIEW_stra/SACH_stra.png	8.92 USD	0%	76	64.47%	3.805	1.47 USD	0%	0.12 USD	3.73%	6
SAFE	d_price/pine_tree\SAFE_d5_q0.209_id1302_pine.java	d_price/TRAVIEW_stra/SAFE_candles.png	d_price/TRAVIEW_stra/SAFE_stra.png	3.88 USD	0%	20	45%	1.188	12.06 USD	0%	0.19 USD	0.36%	7
SAFRY	d_price/pine_tree\SAFRY_d5_q0.233_id319_pine.java	d_price/TRAVIEW_stra/SAFRY_candles.png	d_price/TRAVIEW_stra/SAFRY_stra.png	49.53 USD	0%	57	82.46%	13.798	6.45 USD	0%	0.87 USD	4.14%	9
SAGE	d_price/pine_tree\SAGE_d5_q0.206_id1775_pine.java	d_price/TRAVIEW_stra/SAGE_candles.png	d_price/TRAVIEW_stra/SAGE_stra.png	52.68 USD	0.01%	29	72.41%	3.945	13.32 USD	0%	1.82 USD	4.31%	3
SAH	d_price/pine_tree\SAH_d5_q0.136_id1253_pine.java	d_price/TRAVIEW_stra/SAH_candles.png	d_price/TRAVIEW_stra/SAH_stra.png	27.98 USD	0%	68	67.65%	2.751	9.01 USD	0%	0.41 USD	3.2%	5
SAIA	d_price/pine_tree\SAIA_d5_q0.163_id842_pine.java	d_price/TRAVIEW_stra/SAIA_candles.png	d_price/TRAVIEW_stra/SAIA_stra.png	465.95 USD	0.05%	183	59.02%	5.482	84.34 USD	0.01%	2.55 USD	1.74%	7
SAIC	d_price/pine_tree\SAIC_d5_q0.209_id315_pine.java	d_price/TRAVIEW_stra/SAIC_candles.png	d_price/TRAVIEW_stra/SAIC_stra.png	22.07 USD	0%	22	63.64%	10.722	4.06 USD	0%	1.00 USD	1.7%	5
SAM	d_price/pine_tree\SAM_d5_q0.153_id2200_pine.java	d_price/TRAVIEW_stra/SAM_candles.png	d_price/TRAVIEW_stra/SAM_stra.png	1 499.46 USD	0.15%	128	52.34%	10.333	80.62 USD	0.01%	11.71 USD	2.71%	6
SAN	d_price/pine_tree\SAN_d5_q0.179_id868_pine.java	d_price/TRAVIEW_stra/SAN_candles.png	d_price/TRAVIEW_stra/SAN_stra.png	3.94 USD	0%	188	43.09%	1.195	6.98 USD	0%	0.02 USD	0.47%	7
SAND	d_price/pine_tree\SAND_d5_q0.213_id2087_pine.java	d_price/TRAVIEW_stra/SAND_candles.png	d_price/TRAVIEW_stra/SAND_stra.png	43.56 USD	0%	192	78.13%	3.64	11.67 USD	0%	0.23 USD	5.42%	7
SANM	d_price/pine_tree\SANM_d5_q0.205_id808_pine.java	d_price/TRAVIEW_stra/SANM_candles.png	d_price/TRAVIEW_stra/SANM_stra.png	166.19 USD	0.02%	236	53.39%	1.504	180.42 USD	0.02%	0.70 USD	1.92%	12
SAP	d_price/pine_tree\SAP_d5_q0.242_id312_pine.java	d_price/TRAVIEW_stra/SAP_candles.png	d_price/TRAVIEW_stra/SAP_stra.png	156.30 EUR	0.02%	195	63.59%	1.845	88.86 EUR	0.01%	0.80 EUR	0.71%	10
SASI	d_price/pine_tree\SASI_d5_q0.216_id1222_pine.java	d_price/TRAVIEW_stra/SASI_candles.png	d_price/TRAVIEW_stra/SASI_stra.png	10 645.83 USD	1.06%	104	60.58%	2.175	6 236.00 USD	0.62%	102.36 USD	5.2%	5
SASR	d_price/pine_tree\SASR_d5_q0.185_id778_pine.java	d_price/TRAVIEW_stra/SASR_candles.png	d_price/TRAVIEW_stra/SASR_stra.png	0.14 USD	0%	66	39.39%	1.005	19.53 USD	0%	0.00 USD	−0.27%	5
SB	d_price/pine_tree\SB_d5_q0.161_id1126_pine.java	d_price/TRAVIEW_stra/SB_candles.png	d_price/TRAVIEW_stra/SB_stra.png	−0.36 USD	0%	31	51.61%	0.908	4.05 USD	0%	−0.01 USD	1.61%	4
SBAC	d_price/pine_tree\SBAC_d5_q0.219_id1226_pine.java	d_price/TRAVIEW_stra/SBAC_candles.png	d_price/TRAVIEW_stra/SBAC_stra.png	443.87 USD	0.04%	174	52.3%	3.108	181.26 USD	0.02%	2.55 USD	0.99%	15
SBCF	d_price/pine_tree\SBCF_d5_q0.186_id1132_pine.java	d_price/TRAVIEW_stra/SBCF_candles.png	d_price/TRAVIEW_stra/SBCF_stra.png	−56.77 USD	−0.01%	426	47.42%	0.834	142.78 USD	0.01%	−0.13 USD	−0.07%	9
SBGI	d_price/pine_tree\SBGI_d5_q0.191_id402_pine.java	d_price/TRAVIEW_stra/SBGI_candles.png	d_price/TRAVIEW_stra/SBGI_stra.png	60.29 USD	0.01%	243	48.97%	1.747	16.66 USD	0%	0.25 USD	1.08%	9
SBGSY	d_price/pine_tree\SBGSY_d5_q0.205_id833_pine.java	d_price/TRAVIEW_stra/SBGSY_candles.png	d_price/TRAVIEW_stra/SBGSY_stra.png	15.48 USD	0%	38	73.68%	3.597	2.33 USD	0%	0.41 USD	2.61%	7
SBH	d_price/pine_tree\SBH_d5_q0.168_id1799_pine.java	d_price/TRAVIEW_stra/SBH_candles.png	d_price/TRAVIEW_stra/SBH_stra.png	14.82 USD	0%	83	67.47%	4.859	2.77 USD	0%	0.18 USD	3.65%	5
SBLK	d_price/pine_tree\SBLK_d5_q0.213_id863_pine.java	d_price/TRAVIEW_stra/SBLK_candles.png	d_price/TRAVIEW_stra/SBLK_stra.png	382.42 USD	0.04%	52	61.54%	5.742	117.34 USD	0.01%	7.35 USD	2.05%	3
SBNY	d_price/pine_tree\SBNY_d5_q0.184_id2231_pine.java	d_price/TRAVIEW_stra/SBNY_candles.png	d_price/TRAVIEW_stra/SBNY_stra.png	397.17 USD	0.04%	148	62.16%	6.119	52.20 USD	0.01%	2.68 USD	10.42%	6
SBOW	d_price/pine_tree\SBOW_d5_q0.19_id810_pine.java	d_price/TRAVIEW_stra/SBOW_candles.png	d_price/TRAVIEW_stra/SBOW_stra.png	68.32 USD	0.01%	20	90%	3 417	3.03 USD	0%	3.42 USD	25.7%	18
SBR	d_price/pine_tree\SBR_d5_q0.19_id821_pine.java	d_price/TRAVIEW_stra/SBR_candles.png	d_price/TRAVIEW_stra/SBR_stra.png	210.92 USD	0.02%	244	63.11%	4.427	37.97 USD	0%	0.86 USD	2.42%	8
SBRA	d_price/pine_tree\SBRA_d5_q0.189_id1711_pine.java	d_price/TRAVIEW_stra/SBRA_candles.png	d_price/TRAVIEW_stra/SBRA_stra.png	48.93 USD	0%	87	67.82%	2.81	23.98 USD	0%	0.56 USD	4.39%	9
SBS	d_price/pine_tree\SBS_d5_q0.176_id2073_pine.java	d_price/TRAVIEW_stra/SBS_candles.png	d_price/TRAVIEW_stra/SBS_stra.png	6.19 USD	0%	35	68.57%	3.893	3.36 USD	0%	0.18 USD	2.71%	4
SBSW	d_price/pine_tree\SBSW_d5_q0.217_id776_pine.java	d_price/TRAVIEW_stra/SBSW_candles.png	d_price/TRAVIEW_stra/SBSW_stra.png	60.63 USD	0.01%	119	73.11%	5.458	4.10 USD	0%	0.51 USD	7.45%	7
SBUX	d_price/pine_tree\SBUX_d5_q0.21_id2032_pine.java	d_price/TRAVIEW_stra/SBUX_candles.png	d_price/TRAVIEW_stra/SBUX_stra.png	84.93 USD	0.01%	188	51.6%	2.496	31.42 USD	0%	0.45 USD	0.7%	7
SCCO	d_price/pine_tree\SCCO_d5_q0.176_id2210_pine.java	d_price/TRAVIEW_stra/SCCO_candles.png	d_price/TRAVIEW_stra/SCCO_stra.png	91.83 USD	0.01%	140	53.57%	4.474	13.25 USD	0%	0.66 USD	2.59%	8
SCGLY	d_price/pine_tree\SCGLY_d5_q0.173_id417_pine.java	d_price/TRAVIEW_stra/SCGLY_candles.png	d_price/TRAVIEW_stra/SCGLY_stra.png	2.60 USD	0%	16	68.75%	2.135	2.23 USD	0%	0.16 USD	5.08%	3
SCHL	d_price/pine_tree\SCHL_d5_q0.205_id2098_pine.java	d_price/TRAVIEW_stra/SCHL_candles.png	d_price/TRAVIEW_stra/SCHL_stra.png	11.38 USD	0%	117	53.85%	1.228	20.94 USD	0%	0.10 USD	0.23%	5
SCHW	d_price/pine_tree\SCHW_d5_q0.201_id1666_pine.java	d_price/TRAVIEW_stra/SCHW_candles.png	d_price/TRAVIEW_stra/SCHW_stra.png	42.20 USD	0%	119	60.5%	1.957	28.86 USD	0%	0.35 USD	2.21%	9
SCI	d_price/pine_tree\SCI_d5_q0.215_id2160_pine.java	d_price/TRAVIEW_stra/SCI_candles.png	d_price/TRAVIEW_stra/SCI_stra.png	138.75 INR	0.01%	42	66.67%	8.974	15.20 INR	0%	3.30 INR	7.15%	12
SCS	d_price/pine_tree\SCS_d5_q0.19_id2075_pine.java	d_price/TRAVIEW_stra/SCS_candles.png	d_price/TRAVIEW_stra/SCS_stra.png	6.04 USD	0%	11	72.73%	5.314	1.65 USD	0%	0.55 USD	4.62%	8
SCSC	d_price/pine_tree\SCSC_d5_q0.212_id2121_pine.java	d_price/TRAVIEW_stra/SCSC_candles.png	d_price/TRAVIEW_stra/SCSC_stra.png	50.81 USD	0.01%	217	52.07%	1.914	31.86 USD	0%	0.23 USD	0.32%	4
SCVL	d_price/pine_tree\SCVL_d5_q0.18_id765_pine.java	d_price/TRAVIEW_stra/SCVL_candles.png	d_price/TRAVIEW_stra/SCVL_stra.png	86.55 USD	0.01%	300	56%	3.685	7.55 USD	0%	0.29 USD	2.34%	5
SCWX	d_price/pine_tree\SCWX_d5_q0.201_id235_pine.java	d_price/TRAVIEW_stra/SCWX_candles.png	d_price/TRAVIEW_stra/SCWX_stra.png	56.13 USD	0.01%	53	75.47%	15.139	4.18 USD	0%	1.06 USD	8.44%	6
SCX	d_price/pine_tree\SCX_d5_q0.164_id806_pine.java	d_price/TRAVIEW_stra/SCX_candles.png	d_price/TRAVIEW_stra/SCX_stra.png	−7.84 USD	0%	183	45.36%	0.884	32.89 USD	0%	−0.04 USD	0.26%	7
SCYX	d_price/pine_tree\SCYX_d5_q0.15_id274_pine.java	d_price/TRAVIEW_stra/SCYX_candles.png	d_price/TRAVIEW_stra/SCYX_stra.png	65.04 USD	0.01%	82	75.61%	9.789	7.83 USD	0%	0.79 USD	6.54%	4
SD	d_price/pine_tree\SD_d5_q0.197_id1658_pine.java	d_price/TRAVIEW_stra/SD_candles.png	d_price/TRAVIEW_stra/SD_stra.png	7.89 USD	0%	20	55%	2.01	7.64 USD	0%	0.39 USD	3.51%	8
SEDG	d_price/pine_tree\SEDG_d5_q0.169_id683_pine.java	d_price/TRAVIEW_stra/SEDG_candles.png	d_price/TRAVIEW_stra/SEDG_stra.png	383.41 USD	0.04%	58	74.14%	4.233	60.22 USD	0.01%	6.61 USD	5.11%	6
SEE	d_price/pine_tree\SEE_d5_q0.227_id1322_pine.java	d_price/TRAVIEW_stra/SEE_candles.png	d_price/TRAVIEW_stra/SEE_stra.png	139.33 USD	0.01%	228	67.11%	5.925	18.92 USD	0%	0.61 USD	4.28%	10
SEED	d_price/pine_tree\SEED_d5_q0.139_id1583_pine.java	d_price/TRAVIEW_stra/SEED_candles.png	d_price/TRAVIEW_stra/SEED_stra.png	35.59 USD	0%	216	57.41%	1.174	75.30 USD	0.01%	0.16 USD	3.9%	5
SEIC	d_price/pine_tree\SEIC_d5_q0.217_id1256_pine.java	d_price/TRAVIEW_stra/SEIC_candles.png	d_price/TRAVIEW_stra/SEIC_stra.png	2.15 USD	0%	111	37.84%	1.055	24.17 USD	0%	0.02 USD	−0.47%	7
SEM	d_price/pine_tree\SEM_d5_q0.155_id364_pine.java	d_price/TRAVIEW_stra/SEM_candles.png	d_price/TRAVIEW_stra/SEM_stra.png	3.31 USD	0%	56	51.79%	1.251	6.95 USD	0%	0.06 USD	0.57%	7
SENEA	d_price/pine_tree\SENEA_d5_q0.188_id862_pine.java	d_price/TRAVIEW_stra/SENEA_candles.png	d_price/TRAVIEW_stra/SENEA_stra.png	24.54 USD	0%	71	36.62%	2.207	11.19 USD	0%	0.35 USD	0.92%	8
SF	d_price/pine_tree\SF_d5_q0.191_id783_pine.java	d_price/TRAVIEW_stra/SF_candles.png	d_price/TRAVIEW_stra/SF_stra.png	63.17 USD	0.01%	414	50%	1.678	47.90 USD	0%	0.15 USD	0.82%	11
SFIX	d_price/pine_tree\SFIX_d5_q0.212_id766_pine.java	d_price/TRAVIEW_stra/SFIX_candles.png	d_price/TRAVIEW_stra/SFIX_stra.png	41.83 USD	0%	33	84.85%	30.458	8.10 USD	0%	1.27 USD	6.62%	5
SFL	d_price/pine_tree\SFL_d5_q0.181_id1777_pine.java	d_price/TRAVIEW_stra/SFL_candles.png	d_price/TRAVIEW_stra/SFL_stra.png	−42.95 USD	0%	73	39.73%	0.366	67.98 USD	0.01%	−0.59 USD	−2.94%	36
SFM	d_price/pine_tree\SFM_d5_q0.148_id829_pine.java	d_price/TRAVIEW_stra/SFM_candles.png	d_price/TRAVIEW_stra/SFM_stra.png	25.31 USD	0%	30	73.33%	4.652	6.69 USD	0%	0.84 USD	4.41%	7
SFTBY	d_price/pine_tree\SFTBY_d5_q0.196_id1229_pine.java	d_price/TRAVIEW_stra/SFTBY_candles.png	d_price/TRAVIEW_stra/SFTBY_stra.png	60.73 USD	0.01%	135	54.81%	3.731	8.65 USD	0%	0.45 USD	2.11%	7
SGH	d_price/pine_tree\SGH_d5_q0.267_id319_pine.java	d_price/TRAVIEW_stra/SGH_candles.png	d_price/TRAVIEW_stra/SGH_stra.png	16.67 USD	0%	20	75%	7.537	2.49 USD	0%	0.83 USD	4.31%	6
SGMO	d_price/pine_tree\SGMO_d5_q0.179_id1175_pine.java	d_price/TRAVIEW_stra/SGMO_candles.png	d_price/TRAVIEW_stra/SGMO_stra.png	8.52 USD	0%	132	45.45%	1.33	15.09 USD	0%	0.06 USD	1.03%	3
SGRY	d_price/pine_tree\SGRY_d5_q0.163_id2038_pine.java	d_price/TRAVIEW_stra/SGRY_candles.png	d_price/TRAVIEW_stra/SGRY_stra.png	82.25 USD	0.01%	64	81.25%	17.924	8.38 USD	0%	1.29 USD	8.3%	5
SGU	d_price/pine_tree\SGU_d5_q0.214_id2026_pine.java	d_price/TRAVIEW_stra/SGU_candles.png	d_price/TRAVIEW_stra/SGU_stra.png	6.84 USD	0%	84	58.33%	1.747	6.14 USD	0%	0.08 USD	1.6%	7
SHAK	d_price/pine_tree\SHAK_d5_q0.207_id1627_pine.java	d_price/TRAVIEW_stra/SHAK_candles.png	d_price/TRAVIEW_stra/SHAK_stra.png	64.91 USD	0.01%	11	72.73%	14.959	6.06 USD	0%	5.90 USD	9.59%	33
SHECY	d_price/pine_tree\SHECY_d5_q0.177_id324_pine.java	d_price/TRAVIEW_stra/SHECY_candles.png	d_price/TRAVIEW_stra/SHECY_stra.png	42.93 USD	0%	163	54.6%	2.758	7.96 USD	0%	0.26 USD	3%	31
SHEL	d_price/pine_tree\SHEL_d5_q0.198_id783_pine.java	d_price/TRAVIEW_stra/SHEL_candles.png	d_price/TRAVIEW_stra/SHEL_stra.png	60.29 USD	0.01%	51	66.67%	3.927	16.22 USD	0%	1.18 USD	2.65%	8
SHG	d_price/pine_tree\SHG_d5_q0.207_id774_pine.java	d_price/TRAVIEW_stra/SHG_candles.png	d_price/TRAVIEW_stra/SHG_stra.png	−5.28 USD	0%	60	40%	0.885	43.43 USD	0%	−0.09 USD	0.39%	16
SHOO	d_price/pine_tree\SHOO_d5_q0.216_id1669_pine.java	d_price/TRAVIEW_stra/SHOO_candles.png	d_price/TRAVIEW_stra/SHOO_stra.png	26.59 USD	0%	158	50%	2.334	9.01 USD	0%	0.17 USD	0.67%	5
SHOP	d_price/pine_tree\SHOP_d5_q0.204_id730_pine.java	d_price/TRAVIEW_stra/SHOP_candles.png	d_price/TRAVIEW_stra/SHOP_stra.png	181.03 USD	0.02%	28	78.57%	4.258	63.17 USD	0.01%	6.47 USD	22.7%	23
SHW	d_price/pine_tree\SHW_d5_q0.21_id1579_pine.java	d_price/TRAVIEW_stra/SHW_candles.png	d_price/TRAVIEW_stra/SHW_stra.png	466.77 USD	0.05%	586	51.19%	4.138	43.65 USD	0%	0.80 USD	0.96%	14
SHYF	d_price/pine_tree\SHYF_d5_q0.217_id2163_pine.java	d_price/TRAVIEW_stra/SHYF_candles.png	d_price/TRAVIEW_stra/SHYF_stra.png	41.33 USD	0%	247	48.18%	3.075	9.68 USD	0%	0.17 USD	1.19%	6
