ticker	path	path_candle	path_stra	Net Profit	Net Profit_per	Total Closed Trades	Percent Profitable	Profit Factor	Max Drawdown	Max Drawdown_per	Avg Trade	Avg Trade_per	Avg # Bars in Trades
PODD	d_price/pine_tree\PODD_d5_q0.164_id305_pine.java	d_price/TRAVIEW_stra/PODD_candles.png	d_price/TRAVIEW_stra/PODD_stra.png	960.76 USD	0.1%	114	55.26%	3.275	157.15 USD	0.02%	8.43 USD	14.65%	82
POOL	d_price/pine_tree\POOL_d5_q0.258_id284_pine.java	d_price/TRAVIEW_stra/POOL_candles.png	d_price/TRAVIEW_stra/POOL_stra.png	576.43 USD	0.06%	205	63.41%	5.64	57.58 USD	0.01%	2.81 USD	2.33%	8
POR	d_price/pine_tree\POR_d5_q0.211_id2174_pine.java	d_price/TRAVIEW_stra/POR_candles.png	d_price/TRAVIEW_stra/POR_stra.png	80.29 USD	0.01%	82	80.49%	3.636	16.93 USD	0%	0.98 USD	2.65%	28
POST	d_price/pine_tree\POST_d5_q0.21_id2130_pine.java	d_price/TRAVIEW_stra/POST_candles.png	d_price/TRAVIEW_stra/POST_stra.png	36.87 USD	0%	25	68%	3.91	13.70 USD	0%	1.47 USD	1.52%	7
POWI	d_price/pine_tree\POWI_d5_q0.186_id2039_pine.java	d_price/TRAVIEW_stra/POWI_candles.png	d_price/TRAVIEW_stra/POWI_stra.png	9.03 USD	0%	35	48.57%	1.463	31.37 USD	0%	0.26 USD	−2.23%	6
POWL	d_price/pine_tree\POWL_d5_q0.194_id839_pine.java	d_price/TRAVIEW_stra/POWL_candles.png	d_price/TRAVIEW_stra/POWL_stra.png	32.36 USD	0%	122	62.3%	3.742	7.48 USD	0%	0.27 USD	3.53%	8
POWW	d_price/pine_tree\POWW_d4_q0.83_id1355_pine.java	d_price/TRAVIEW_stra/POWW_candles.png	d_price/TRAVIEW_stra/POWW_stra.png	−491.47 USD	−0.05%	727	40.72%	0.483	559.68 USD	0.06%	−0.68 USD	0.6%	11
PPBI	d_price/pine_tree\PPBI_d5_q0.172_id302_pine.java	d_price/TRAVIEW_stra/PPBI_candles.png	d_price/TRAVIEW_stra/PPBI_stra.png	38.05 USD	0%	164	53.05%	1.333	57.12 USD	0.01%	0.23 USD	0.78%	19
PPC	d_price/pine_tree\PPC_d5_q0.201_id331_pine.java	d_price/TRAVIEW_stra/PPC_candles.png	d_price/TRAVIEW_stra/PPC_stra.png	70.80 USD	0.01%	112	62.5%	2.416	13.98 USD	0%	0.63 USD	3.61%	15
PPG	d_price/pine_tree\PPG_d5_q0.219_id2161_pine.java	d_price/TRAVIEW_stra/PPG_candles.png	d_price/TRAVIEW_stra/PPG_stra.png	44.41 USD	0%	230	40.87%	1.952	13.54 USD	0%	0.19 USD	−0.21%	7
PPL	d_price/pine_tree\PPL_d5_q0.218_id403_pine.java	d_price/TRAVIEW_stra/PPL_candles.png	d_price/TRAVIEW_stra/PPL_stra.png	27.44 USD	0%	127	62.2%	1.605	40.77 USD	0%	0.22 USD	2.07%	16
PPRUY	d_price/pine_tree\PPRUY_d5_q0.187_id1293_pine.java	d_price/TRAVIEW_stra/PPRUY_candles.png	d_price/TRAVIEW_stra/PPRUY_stra.png	117.61 USD	0.01%	62	79.03%	20.634	14.64 USD	0%	1.90 USD	4.52%	15
PRA	d_price/pine_tree\PRA_d5_q0.183_id898_pine.java	d_price/TRAVIEW_stra/PRA_candles.png	d_price/TRAVIEW_stra/PRA_stra.png	23.25 USD	0%	98	52.04%	2.315	4.10 USD	0%	0.24 USD	0.83%	5
PRAA	d_price/pine_tree\PRAA_d5_q0.2_id691_pine.java	d_price/TRAVIEW_stra/PRAA_candles.png	d_price/TRAVIEW_stra/PRAA_stra.png	23.46 USD	0%	46	58.7%	2.612	5.18 USD	0%	0.51 USD	1.94%	6
PRDO	d_price/pine_tree\PRDO_d5_q0.21_id2038_pine.java	d_price/TRAVIEW_stra/PRDO_candles.png	d_price/TRAVIEW_stra/PRDO_stra.png	4.04 USD	0%	70	47.14%	1.272	3.93 USD	0%	0.06 USD	0.1%	3
PRFT	d_price/pine_tree\PRFT_d5_q0.19_id2042_pine.java	d_price/TRAVIEW_stra/PRFT_candles.png	d_price/TRAVIEW_stra/PRFT_stra.png	297.23 USD	0.03%	166	68.07%	6.146	24.98 USD	0%	1.79 USD	3.96%	10
PRG	d_price/pine_tree\PRG_d5_q0.154_id2125_pine.java	d_price/TRAVIEW_stra/PRG_candles.png	d_price/TRAVIEW_stra/PRG_stra.png	186.76 USD	0.02%	315	47.62%	1.984	64.55 USD	0.01%	0.59 USD	2.71%	37
PRGO	d_price/pine_tree\PRGO_d5_q0.21_id1306_pine.java	d_price/TRAVIEW_stra/PRGO_candles.png	d_price/TRAVIEW_stra/PRGO_stra.png	257.05 USD	0.03%	402	58.71%	2.101	90.39 USD	0.01%	0.64 USD	2.09%	10
PRGS	d_price/pine_tree\PRGS_d5_q0.24_id319_pine.java	d_price/TRAVIEW_stra/PRGS_candles.png	d_price/TRAVIEW_stra/PRGS_stra.png	86.18 USD	0.01%	111	64.86%	3.304	17.04 USD	0%	0.78 USD	1.24%	16
PRIM	d_price/pine_tree\PRIM_d5_q0.217_id1132_pine.java	d_price/TRAVIEW_stra/PRIM_candles.png	d_price/TRAVIEW_stra/PRIM_stra.png	49.81 USD	0%	112	61.61%	2.174	41.81 USD	0%	0.44 USD	2.08%	7
PRNDY	d_price/pine_tree\PRNDY_d5_q0.256_id1126_pine.java	d_price/TRAVIEW_stra/PRNDY_candles.png	d_price/TRAVIEW_stra/PRNDY_stra.png	52.73 USD	0.01%	86	72.09%	4.048	5.09 USD	0%	0.61 USD	2.26%	8
PRO	d_price/pine_tree\PRO_d5_q0.176_id872_pine.java	d_price/TRAVIEW_stra/PRO_candles.png	d_price/TRAVIEW_stra/PRO_stra.png	9.39 USD	0%	12	50%	2.423	7.16 USD	0%	0.78 USD	3.84%	8
PRPL	d_price/pine_tree\PRPL_d5_q0.722_id1596_pine.java	d_price/TRAVIEW_stra/PRPL_candles.png	d_price/TRAVIEW_stra/PRPL_stra.png	3.83 USD	0%	104	45.19%	1.122	22.00 USD	0%	0.04 USD	−0.45%	6
PRQR	d_price/pine_tree\PRQR_d5_q0.222_id1142_pine.java	d_price/TRAVIEW_stra/PRQR_candles.png	d_price/TRAVIEW_stra/PRQR_stra.png	78.17 USD	0.01%	191	68.06%	5.503	8.25 USD	0%	0.41 USD	5.41%	5
PRSO	d_price/pine_tree\PRSO_d5_q0.189_id1656_pine.java	d_price/TRAVIEW_stra/PRSO_candles.png	d_price/TRAVIEW_stra/PRSO_stra.png	−45 677.25 USD	−4.57%	76	35.53%	0.306	57 822.70 USD	5.78%	−601.02 USD	4.44%	3
PRTS	d_price/pine_tree\PRTS_d5_q0.192_id2133_pine.java	d_price/TRAVIEW_stra/PRTS_candles.png	d_price/TRAVIEW_stra/PRTS_stra.png	16.83 USD	0%	150	64%	3.516	4.33 USD	0%	0.11 USD	3.24%	4
PRU	d_price/pine_tree\PRU_d5_q0.211_id1675_pine.java	d_price/TRAVIEW_stra/PRU_candles.png	d_price/TRAVIEW_stra/PRU_stra.png	123.88 USD	0.01%	79	73.42%	2.092	111.04 USD	0.01%	1.57 USD	1.72%	20
PSA	d_price/pine_tree\PSA_d5_q0.253_id1333_pine.java	d_price/TRAVIEW_stra/PSA_candles.png	d_price/TRAVIEW_stra/PSA_stra.png	735.13 USD	0.07%	482	57.47%	3.724	39.67 USD	0%	1.53 USD	0.86%	7
PSEC	d_price/pine_tree\PSEC_d5_q0.235_id2033_pine.java	d_price/TRAVIEW_stra/PSEC_candles.png	d_price/TRAVIEW_stra/PSEC_stra.png	10.77 USD	0%	91	67.03%	2.153	3.54 USD	0%	0.12 USD	1.75%	5
PSLV	d_price/pine_tree\PSLV_d5_q0.193_id383_pine.java	d_price/TRAVIEW_stra/PSLV_candles.png	d_price/TRAVIEW_stra/PSLV_stra.png	24.34 USD	0%	66	65.15%	6.291	1.92 USD	0%	0.37 USD	5.43%	11
PSMT	d_price/pine_tree\PSMT_d5_q0.212_id2206_pine.java	d_price/TRAVIEW_stra/PSMT_candles.png	d_price/TRAVIEW_stra/PSMT_stra.png	89.77 USD	0.01%	66	59.09%	3.266	59.98 USD	0.01%	1.36 USD	1.48%	8
PSO	d_price/pine_tree\PSO_d5_q0.177_id308_pine.java	d_price/TRAVIEW_stra/PSO_candles.png	d_price/TRAVIEW_stra/PSO_stra.png	15.98 USD	0%	104	61.54%	2.039	6.99 USD	0%	0.15 USD	1.66%	8
PSX	d_price/pine_tree\PSX_d5_q0.245_id1226_pine.java	d_price/TRAVIEW_stra/PSX_candles.png	d_price/TRAVIEW_stra/PSX_stra.png	97.95 USD	0.01%	68	75%	3.819	36.54 USD	0%	1.44 USD	1.73%	7
PTC	d_price/pine_tree\PTC_d5_q0.212_id676_pine.java	d_price/TRAVIEW_stra/PTC_candles.png	d_price/TRAVIEW_stra/PTC_stra.png	375.45 INR	0.04%	167	59.88%	1.517	318.65 INR	0.03%	2.25 INR	4.08%	29
PTCT	d_price/pine_tree\PTCT_d5_q0.153_id699_pine.java	d_price/TRAVIEW_stra/PTCT_candles.png	d_price/TRAVIEW_stra/PTCT_stra.png	45.86 USD	0%	30	76.67%	5.694	6.45 USD	0%	1.53 USD	10.18%	7
PTEN	d_price/pine_tree\PTEN_d5_q0.188_id2162_pine.java	d_price/TRAVIEW_stra/PTEN_candles.png	d_price/TRAVIEW_stra/PTEN_stra.png	14.93 USD	0%	82	53.66%	2.143	9.21 USD	0%	0.18 USD	1.62%	4
PTGX	d_price/pine_tree\PTGX_d5_q0.164_id1639_pine.java	d_price/TRAVIEW_stra/PTGX_candles.png	d_price/TRAVIEW_stra/PTGX_stra.png	41.39 USD	0%	48	62.5%	4.172	18.17 USD	0%	0.86 USD	4.32%	12
PTN	d_price/pine_tree\PTN_d5_q0.175_id1598_pine.java	d_price/TRAVIEW_stra/PTN_candles.png	d_price/TRAVIEW_stra/PTN_stra.png	−48 690.88 USD	−4.87%	383	54.31%	0.165	82 829.50 USD	8.28%	−127.13 USD	1.94%	4
PTY	d_price/pine_tree\PTY_d5_q0.243_id295_pine.java	d_price/TRAVIEW_stra/PTY_candles.png	d_price/TRAVIEW_stra/PTY_stra.png	19.33 USD	0%	111	56.76%	1.788	15.19 USD	0%	0.17 USD	0.84%	10
PUK	d_price/pine_tree\PUK_d5_q0.18_id1149_pine.java	d_price/TRAVIEW_stra/PUK_candles.png	d_price/TRAVIEW_stra/PUK_stra.png	3.99 USD	0%	35	45.71%	1.206	8.69 USD	0%	0.11 USD	0.13%	5
PUMP	d_price/pine_tree\PUMP_d5_q0.157_id412_pine.java	d_price/TRAVIEW_stra/PUMP_candles.png	d_price/TRAVIEW_stra/PUMP_stra.png	37.40 USD	0%	67	83.58%	15.33	2.80 USD	0%	0.56 USD	7.83%	7
PVH	d_price/pine_tree\PVH_d5_q0.175_id2192_pine.java	d_price/TRAVIEW_stra/PVH_candles.png	d_price/TRAVIEW_stra/PVH_stra.png	152.62 USD	0.02%	78	32.05%	9.526	11.73 USD	0%	1.96 USD	2.41%	7
PVL	d_price/pine_tree\PVL_d5_q0.173_id2031_pine.java	d_price/TRAVIEW_stra/PVL_candles.png	d_price/TRAVIEW_stra/PVL_stra.png	7.21 USD	0%	82	56.1%	1.905	6.98 USD	0%	0.09 USD	4.03%	5
PWR	d_price/pine_tree\PWR_d5_q0.2_id1688_pine.java	d_price/TRAVIEW_stra/PWR_candles.png	d_price/TRAVIEW_stra/PWR_stra.png	194.30 USD	0.02%	127	75.59%	6.517	13.27 USD	0%	1.53 USD	2.84%	8
PXD	d_price/pine_tree\PXD_d5_q0.189_id1575_pine.java	d_price/TRAVIEW_stra/PXD_candles.png	d_price/TRAVIEW_stra/PXD_stra.png	108.90 USD	0.01%	125	50.4%	1.827	65.62 USD	0.01%	0.87 USD	0.47%	5
PXLW	d_price/pine_tree\PXLW_d5_q0.137_id2085_pine.java	d_price/TRAVIEW_stra/PXLW_candles.png	d_price/TRAVIEW_stra/PXLW_stra.png	45.73 USD	0%	137	64.96%	4.459	25.17 USD	0%	0.33 USD	5.01%	5
PYPL	d_price/pine_tree\PYPL_d5_q0.213_id1647_pine.java	d_price/TRAVIEW_stra/PYPL_candles.png	d_price/TRAVIEW_stra/PYPL_stra.png	223.02 USD	0.02%	12	83.33%	11.32	42.05 USD	0%	18.58 USD	14.08%	147
PZZA	d_price/pine_tree\PZZA_d5_q0.191_id2174_pine.java	d_price/TRAVIEW_stra/PZZA_candles.png	d_price/TRAVIEW_stra/PZZA_stra.png	150.16 USD	0.02%	183	55.19%	2.633	60.06 USD	0.01%	0.82 USD	1.78%	11
QCOM	d_price/pine_tree\QCOM_d5_q0.231_id675_pine.java	d_price/TRAVIEW_stra/QCOM_candles.png	d_price/TRAVIEW_stra/QCOM_stra.png	608.88 USD	0.06%	417	57.07%	3.48	131.51 USD	0.01%	1.46 USD	2.52%	9
QD	d_price/pine_tree\QD_d5_q0.204_id751_pine.java	d_price/TRAVIEW_stra/QD_candles.png	d_price/TRAVIEW_stra/QD_stra.png	5.68 USD	0%	42	76.19%	9.738	0.43 USD	0%	0.14 USD	6.14%	6
QDEL	d_price/pine_tree\QDEL_d5_q0.201_id2070_pine.java	d_price/TRAVIEW_stra/QDEL_candles.png	d_price/TRAVIEW_stra/QDEL_stra.png	106.18 USD	0.01%	93	50.54%	3.136	26.66 USD	0%	1.14 USD	−0.74%	13
QFIN	d_price/pine_tree\QFIN_d5_q0.235_id2186_pine.java	d_price/TRAVIEW_stra/QFIN_candles.png	d_price/TRAVIEW_stra/QFIN_stra.png	119.87 USD	0.01%	65	81.54%	41.634	4.25 USD	0%	1.84 USD	12.02%	4
QGEN	d_price/pine_tree\QGEN_d5_q0.192_id2029_pine.java	d_price/TRAVIEW_stra/QGEN_candles.png	d_price/TRAVIEW_stra/QGEN_stra.png	46.77 USD	0%	103	66.99%	1.83	36.03 USD	0%	0.45 USD	1.46%	17
QIPT	d_price/pine_tree\QIPT_d5_q0.204_id2210_pine.java	d_price/TRAVIEW_stra/QIPT_candles.png	d_price/TRAVIEW_stra/QIPT_stra.png	19.61 USD	0%	84	71.43%	2.702	16.45 USD	0%	0.23 USD	5.66%	7
QLYS	d_price/pine_tree\QLYS_d5_q0.161_id679_pine.java	d_price/TRAVIEW_stra/QLYS_candles.png	d_price/TRAVIEW_stra/QLYS_stra.png	170.36 USD	0.02%	70	67.14%	4.706	24.82 USD	0%	2.43 USD	4.3%	9
QNST	d_price/pine_tree\QNST_d5_q0.159_id1729_pine.java	d_price/TRAVIEW_stra/QNST_candles.png	d_price/TRAVIEW_stra/QNST_stra.png	46.07 USD	0%	57	77.19%	7.897	6.95 USD	0%	0.81 USD	7.4%	8
QRTEA	d_price/pine_tree\QRTEA_d5_q0.215_id786_pine.java	d_price/TRAVIEW_stra/QRTEA_candles.png	d_price/TRAVIEW_stra/QRTEA_stra.png	9.61 USD	0%	91	63.74%	1.948	8.24 USD	0%	0.11 USD	1.54%	7
QRVO	d_price/pine_tree\QRVO_d5_q0.163_id1576_pine.java	d_price/TRAVIEW_stra/QRVO_candles.png	d_price/TRAVIEW_stra/QRVO_stra.png	502.33 USD	0.05%	83	85.54%	8.356	31.50 USD	0%	6.05 USD	8.48%	13
QTRX	d_price/pine_tree\QTRX_d5_q0.194_id2066_pine.java	d_price/TRAVIEW_stra/QTRX_candles.png	d_price/TRAVIEW_stra/QTRX_stra.png	51.93 USD	0.01%	28	89.29%	19.953	8.02 USD	0%	1.85 USD	10.13%	6
QTWO	d_price/pine_tree\QTWO_d5_q0.172_id1154_pine.java	d_price/TRAVIEW_stra/QTWO_candles.png	d_price/TRAVIEW_stra/QTWO_stra.png	107.15 USD	0.01%	39	61.54%	2.679	44.26 USD	0%	2.75 USD	8.06%	26
QUAD	d_price/pine_tree\QUAD_d5_q0.147_id329_pine.java	d_price/TRAVIEW_stra/QUAD_candles.png	d_price/TRAVIEW_stra/QUAD_stra.png	4.86 USD	0%	94	76.6%	1.091	46.63 USD	0%	0.05 USD	4.7%	6
R	d_price/pine_tree\R_d5_q0.192_id700_pine.java	d_price/TRAVIEW_stra/R_candles.png	d_price/TRAVIEW_stra/R_stra.png	122.14 USD	0.01%	417	49.16%	1.536	51.46 USD	0.01%	0.29 USD	0.66%	16
RA	d_price/pine_tree\RA_d5_q0.286_id1584_pine.java	d_price/TRAVIEW_stra/RA_candles.png	d_price/TRAVIEW_stra/RA_stra.png	5.69 USD	0%	17	76.47%	20.621	0.18 USD	0%	0.33 USD	1.87%	6
RAMP	d_price/pine_tree\RAMP_d5_q0.184_id239_pine.java	d_price/TRAVIEW_stra/RAMP_candles.png	d_price/TRAVIEW_stra/RAMP_stra.png	51.54 USD	0.01%	260	53.46%	1.217	117.95 USD	0.01%	0.20 USD	1.25%	9
RARE	d_price/pine_tree\RARE_d5_q0.135_id796_pine.java	d_price/TRAVIEW_stra/RARE_candles.png	d_price/TRAVIEW_stra/RARE_stra.png	280.14 USD	0.03%	68	66.18%	6.778	24.22 USD	0%	4.12 USD	4.57%	4
RBA	d_price/pine_tree\RBA_d5_q0.208_id372_pine.java	d_price/TRAVIEW_stra/RBA_candles.png	d_price/TRAVIEW_stra/RBA_stra.png	150.23 USD	0.02%	265	66.79%	3.416	12.02 USD	0%	0.57 USD	1.71%	9
RBBN	d_price/pine_tree\RBBN_d5_q0.189_id1796_pine.java	d_price/TRAVIEW_stra/RBBN_candles.png	d_price/TRAVIEW_stra/RBBN_stra.png	−158.78 USD	−0.02%	93	50.54%	0.34	219.14 USD	0.02%	−1.71 USD	0.77%	13
RBGLY	d_price/pine_tree\RBGLY_d5_q0.238_id1238_pine.java	d_price/TRAVIEW_stra/RBGLY_candles.png	d_price/TRAVIEW_stra/RBGLY_stra.png	43.33 USD	0%	142	68.31%	3.598	4.06 USD	0%	0.31 USD	2.17%	18
RC	d_price/pine_tree\RC_d5_q0.218_id2089_pine.java	d_price/TRAVIEW_stra/RC_candles.png	d_price/TRAVIEW_stra/RC_stra.png	10.04 USD	0%	23	78.26%	2.627	9.92 USD	0%	0.44 USD	7.64%	7
RCI	d_price/pine_tree\RCI_d5_q0.244_id1281_pine.java	d_price/TRAVIEW_stra/RCI_candles.png	d_price/TRAVIEW_stra/RCI_stra.png	47.66 USD	0%	91	59.34%	3.966	7.72 USD	0%	0.52 USD	1.49%	6
RCKT	d_price/pine_tree\RCKT_d5_q0.151_id1672_pine.java	d_price/TRAVIEW_stra/RCKT_candles.png	d_price/TRAVIEW_stra/RCKT_stra.png	279.38 USD	0.03%	50	76%	31.434	5.74 USD	0%	5.59 USD	27.85%	5
RCL	d_price/pine_tree\RCL_d5_q0.174_id1246_pine.java	d_price/TRAVIEW_stra/RCL_candles.png	d_price/TRAVIEW_stra/RCL_stra.png	−22.72 USD	0%	98	55.1%	0.904	111.47 USD	0.01%	−0.23 USD	1.7%	40
RCUS	d_price/pine_tree\RCUS_d5_q0.231_id1591_pine.java	d_price/TRAVIEW_stra/RCUS_candles.png	d_price/TRAVIEW_stra/RCUS_stra.png	94.37 USD	0.01%	109	63.3%	3.907	13.89 USD	0%	0.87 USD	4.14%	3
RDFN	d_price/pine_tree\RDFN_d5_q0.205_id1267_pine.java	d_price/TRAVIEW_stra/RDFN_candles.png	d_price/TRAVIEW_stra/RDFN_stra.png	21.49 USD	0%	25	92%	8.26	3.48 USD	0%	0.86 USD	5.62%	3
RDN	d_price/pine_tree\RDN_d5_q0.254_id2083_pine.java	d_price/TRAVIEW_stra/RDN_candles.png	d_price/TRAVIEW_stra/RDN_stra.png	−46.68 USD	0%	231	51.52%	0.667	92.28 USD	0.01%	−0.20 USD	−0.51%	6
RDNT	d_price/pine_tree\RDNT_d5_q0.165_id687_pine.java	d_price/TRAVIEW_stra/RDNT_candles.png	d_price/TRAVIEW_stra/RDNT_stra.png	91.84 USD	0.01%	186	62.9%	7.952	5.23 USD	0%	0.49 USD	4.58%	10
RDWR	d_price/pine_tree\RDWR_d5_q0.193_id1673_pine.java	d_price/TRAVIEW_stra/RDWR_candles.png	d_price/TRAVIEW_stra/RDWR_stra.png	6.10 USD	0%	202	57.43%	1.095	40.37 USD	0%	0.03 USD	−0.25%	13
RDY	d_price/pine_tree\RDY_d5_q0.24_id682_pine.java	d_price/TRAVIEW_stra/RDY_candles.png	d_price/TRAVIEW_stra/RDY_stra.png	51.22 USD	0.01%	155	48.39%	1.572	29.72 USD	0%	0.33 USD	−0.09%	16
REG	d_price/pine_tree\REG_d5_q0.203_id1216_pine.java	d_price/TRAVIEW_stra/REG_candles.png	d_price/TRAVIEW_stra/REG_stra.png	76.79 USD	0.01%	194	63.92%	1.607	70.12 USD	0.01%	0.40 USD	0.8%	6
REGN	d_price/pine_tree\REGN_d5_q0.209_id266_pine.java	d_price/TRAVIEW_stra/REGN_candles.png	d_price/TRAVIEW_stra/REGN_stra.png	242.43 USD	0.02%	81	64.2%	13.542	32.54 USD	0%	2.99 USD	3.26%	4
REI	d_price/pine_tree\REI_d5_q0.16_id448_pine.java	d_price/TRAVIEW_stra/REI_candles.png	d_price/TRAVIEW_stra/REI_stra.png	0.36 USD	0%	30	56.67%	1.168	2.15 USD	0%	0.01 USD	2.35%	3
REKR	d_price/pine_tree\REKR_d5_q0.301_id1768_pine.java	d_price/TRAVIEW_stra/REKR_candles.png	d_price/TRAVIEW_stra/REKR_stra.png	35.89 USD	0%	81	81.48%	8.62	5.21 USD	0%	0.44 USD	8.86%	5
RELL	d_price/pine_tree\RELL_d5_q0.203_id770_pine.java	d_price/TRAVIEW_stra/RELL_candles.png	d_price/TRAVIEW_stra/RELL_stra.png	3.23 USD	0%	115	41.74%	1.137	8.63 USD	0%	0.03 USD	0.41%	7
RELX	d_price/pine_tree\RELX_d5_q0.258_id327_pine.java	d_price/TRAVIEW_stra/RELX_candles.png	d_price/TRAVIEW_stra/RELX_stra.png	31.16 USD	0%	166	54.82%	1.99	11.63 USD	0%	0.19 USD	0.76%	13
REPL	d_price/pine_tree\REPL_d5_q0.212_id850_pine.java	d_price/TRAVIEW_stra/REPL_candles.png	d_price/TRAVIEW_stra/REPL_stra.png	57.33 USD	0.01%	57	80.7%	7.899	4.36 USD	0%	1.01 USD	5.04%	5
RES	d_price/pine_tree\RES_d5_q0.172_id2200_pine.java	d_price/TRAVIEW_stra/RES_candles.png	d_price/TRAVIEW_stra/RES_stra.png	48.43 USD	0%	393	50.13%	2.396	20.08 USD	0%	0.12 USD	2.56%	7
REVG	d_price/pine_tree\REVG_d5_q0.191_id238_pine.java	d_price/TRAVIEW_stra/REVG_candles.png	d_price/TRAVIEW_stra/REVG_stra.png	28.92 USD	0%	31	83.87%	19.075	1.82 USD	0%	0.93 USD	6.83%	6
REXR	d_price/pine_tree\REXR_d5_q0.211_id1690_pine.java	d_price/TRAVIEW_stra/REXR_candles.png	d_price/TRAVIEW_stra/REXR_stra.png	15.42 USD	0%	31	77.42%	2.678	24.53 USD	0%	0.50 USD	1.46%	7
REZI	d_price/pine_tree\REZI_d5_q0.2_id1697_pine.java	d_price/TRAVIEW_stra/REZI_candles.png	d_price/TRAVIEW_stra/REZI_stra.png	41.33 USD	0%	23	78.26%	33.543	1.35 USD	0%	1.80 USD	23.21%	9
RF	d_price/pine_tree\RF_d5_q0.18_id735_pine.java	d_price/TRAVIEW_stra/RF_candles.png	d_price/TRAVIEW_stra/RF_stra.png	25.64 USD	0%	227	50.66%	1.654	14.95 USD	0%	0.11 USD	0.6%	11
RGA	d_price/pine_tree\RGA_d5_q0.217_id898_pine.java	d_price/TRAVIEW_stra/RGA_candles.png	d_price/TRAVIEW_stra/RGA_stra.png	288.48 USD	0.03%	262	58.02%	2.618	42.11 USD	0%	1.10 USD	1.66%	9
RGEN	d_price/pine_tree\RGEN_d5_q0.192_id371_pine.java	d_price/TRAVIEW_stra/RGEN_candles.png	d_price/TRAVIEW_stra/RGEN_stra.png	439.44 USD	0.04%	407	50.61%	6.035	35.37 USD	0%	1.08 USD	2.06%	8
RGLD	d_price/pine_tree\RGLD_d5_q0.208_id2184_pine.java	d_price/TRAVIEW_stra/RGLD_candles.png	d_price/TRAVIEW_stra/RGLD_stra.png	305.04 USD	0.03%	380	47.37%	2.883	43.66 USD	0%	0.80 USD	1%	5
RGNX	d_price/pine_tree\RGNX_d5_q0.207_id1331_pine.java	d_price/TRAVIEW_stra/RGNX_candles.png	d_price/TRAVIEW_stra/RGNX_stra.png	191.38 USD	0.02%	81	80.25%	12.917	4.91 USD	0%	2.36 USD	6.45%	6
RGP	d_price/pine_tree\RGP_d5_q0.201_id812_pine.java	d_price/TRAVIEW_stra/RGP_candles.png	d_price/TRAVIEW_stra/RGP_stra.png	52.37 USD	0.01%	210	58.57%	1.858	16.85 USD	0%	0.25 USD	2%	12
RGR	d_price/pine_tree\RGR_d5_q0.18_id707_pine.java	d_price/TRAVIEW_stra/RGR_candles.png	d_price/TRAVIEW_stra/RGR_stra.png	−19.63 USD	0%	65	52.31%	0.553	37.08 USD	0%	−0.30 USD	−0.58%	9
RH	d_price/pine_tree\RH_d5_q0.182_id1183_pine.java	d_price/TRAVIEW_stra/RH_candles.png	d_price/TRAVIEW_stra/RH_stra.png	131.15 USD	0.01%	31	61.29%	4.486	41.50 USD	0%	4.23 USD	2.98%	3
RHHBY	d_price/pine_tree\RHHBY_d5_q0.245_id1645_pine.java	d_price/TRAVIEW_stra/RHHBY_candles.png	d_price/TRAVIEW_stra/RHHBY_stra.png	63.59 USD	0.01%	113	66.37%	4.119	3.51 USD	0%	0.56 USD	1.89%	5
RHI	d_price/pine_tree\RHI_d5_q0.205_id328_pine.java	d_price/TRAVIEW_stra/RHI_candles.png	d_price/TRAVIEW_stra/RHI_stra.png	319.95 USD	0.03%	352	52.84%	4.323	29.45 USD	0%	0.91 USD	2.18%	11
RHP	d_price/pine_tree\RHP_d5_q0.191_id1165_pine.java	d_price/TRAVIEW_stra/RHP_candles.png	d_price/TRAVIEW_stra/RHP_stra.png	157.37 USD	0.02%	173	69.36%	2.791	26.59 USD	0%	0.91 USD	3.26%	8
RIG	d_price/pine_tree\RIG_d5_q0.22_id322_pine.java	d_price/TRAVIEW_stra/RIG_candles.png	d_price/TRAVIEW_stra/RIG_stra.png	4.22 USD	0%	282	46.81%	1.019	86.66 USD	0.01%	0.01 USD	1.2%	4
RIGL	d_price/pine_tree\RIGL_d5_q0.13_id1625_pine.java	d_price/TRAVIEW_stra/RIGL_candles.png	d_price/TRAVIEW_stra/RIGL_stra.png	−5.72 USD	0%	307	54.4%	0.921	23.32 USD	0%	−0.02 USD	1.87%	4
RILY	d_price/pine_tree\RILY_d5_q0.211_id1220_pine.java	d_price/TRAVIEW_stra/RILY_candles.png	d_price/TRAVIEW_stra/RILY_stra.png	12.74 USD	0%	29	68.97%	1.762	14.73 USD	0%	0.44 USD	1.37%	7
RIO	d_price/pine_tree\RIO_d5_q0.164_id2087_pine.java	d_price/TRAVIEW_stra/RIO_candles.png	d_price/TRAVIEW_stra/RIO_stra.png	28.86 USD	0%	89	59.55%	1.508	24.26 USD	0%	0.32 USD	1.22%	6
RIOT	d_price/pine_tree\RIOT_d5_q0.131_id225_pine.java	d_price/TRAVIEW_stra/RIOT_candles.png	d_price/TRAVIEW_stra/RIOT_stra.png	−378.22 USD	−0.04%	66	65.15%	0.07	418.62 USD	0.04%	−5.73 USD	4.36%	8
RITM	d_price/pine_tree\RITM_d5_q0.192_id1626_pine.java	d_price/TRAVIEW_stra/RITM_candles.png	d_price/TRAVIEW_stra/RITM_stra.png	32.78 USD	0%	107	70.09%	3.272	7.82 USD	0%	0.31 USD	3.98%	10
